,lien,flag,strong_word,content
16,https://www.mg-tech.fr/fr/equipements/mg-tech-moove/solutions-de-manutention-robotises-agv-aiv,MG-Tech,,"            solutions de manutention robotisés agv & aiv          dans un contexte de développement de l'industrie 4.0, les robots transforment les métiers de demain. l'automatisation du déplacement de charge permet d'accompagner les opérateurs dans la montée en compétences de leurs missions et de les former aux métiers de demain. mg-tech proposent des solutions de manutention autonomes de type aiv (autonomous intelligent vehicle) et agv (automated guided vehicle) pour lever et tracter des charges lourdes.  choissisez le robot le mieux adapté à vos besoins en fonction du poids de charge à pousser/tracter.   "
17,https://www.mg-tech.fr/fr/equipements/mg-tech-moove/tracteurs-pousseurs,MG-Tech,,"            tracteurs pousseurs          robuste et puissant, le tracteur pousseur 100% électrique optimover permet de pousser et tracter facilement des charges allant jusqu’à 15 000 kg. s’utilisant sans caces, ce matériel de manutention procure à l’opérateur plus de confort, d’ergonomie et une sécurité optimale. "
18,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite,MG-Tech,large éventail de marchés espaces spécialement dédiés à votre activité,"            secteurs d'activité            mg-tech est présent sur un large éventail de marchés : agro-alimentaire, pharmaceutique, cosmétique, et diverses industries… vous pouvez accéder à des espaces spécialement dédiés à votre activité. "
19,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/produits-laitiers,MG-Tech,,"            produits laitiers          que ce soit des yaourts, des desserts lactés, du fromage entier ou râpé ou encore des glaces et des sorbets, nous vous proposons de mettre à disposition notre longue expérience dans votre secteur d’activité. pour vos produits laitiers frais pré-emballés (yaourt, babyfood ou desserts lactés), nos équipements vous assurent la mise sous fourreau de vos pots injectés ou thermoformés, de mettre en caisse vos produits suivant vos marchés ciblés : gms, rhf…  nous réalisons des formeuses de barquette, des encaisseuses top load ou wrap, des palettiseurs. pour répondre à votre problématique d’encombrement, nous concevons des combinés de mise sous fourreau avec poste d’encaissage.    nous disposons de solutions multiples pour vos fromages emballés, mis en boîte carton ou boîte bois. nous concevons des équipements capables de réaliser des barquette et caisses avec trou d’aération. nos plans de palettisation sont adaptés pour le refroidissement. nous maîtrisons parfaitement l’encaissage à plat ou en prêt-à-vendre. nos équipements encaissent vos fromages râpés sous sachet dans des caisses avec ouverture rapide. nos machines sont équipées de capteur pour les sachets fuités.  pour vos produits surgelés, sachez que nos machines résistent parfaitement dans des environnements en froid positif (étuyeuse, mise en boite 3 volets, encaisseuse, palettiseur..)   "
20,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/boulangerie-viennoiserie-patisserie,MG-Tech,,"            boulangerie, viennoiserie, pâtisserie          les équipements de fin de ligne mg-tech sont en mesure de traiter n'importe quel type de produit pré-emballés de boulangerie, y compris les plus délicats. en effet, dans le domaine de la boulangerie en particulier, la flexibilité et la délicatesse de manipulation sont nécessaires afin de préserver le produit intact ainsi que sa qualité. nous avons une grande expérience dans la manipulation de vos produits comme les sachets à fond plats ou les flowpacks. les possibilités d’encaissage sont multiples : sur chant, à plat ou debout. nous travaillons la caisse ouverte, fermée ou le prêt-à-vendre.  vous souhaitez mener une réflexion autour de votre emballage primaire ? sachez que nous accompagnons nos clients dans leur transition en remplaçant leur barquette plastique par des emballages en carton.    "
21,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/epicerie-salee,MG-Tech,,"            épicerie salée          la grande famille de l’épicerie salée nécessite une grande flexibilité et une cadence soutenue. l’emballage sert plus que jamais à mettre en avant le produit et la notion d’éco-emballage est particulièrement forte sur ce marché. ainsi, nos sur-emballeuses permettent de regrouper vos lots avec un carton ondulé recyclé et recyclable !  découvrez nos équipements pour réaliser vos prêts-à-consommer ! nous vous accompagnons dans la gestion de regroupement de vos emballages et encaissons vos plats pré-emballés accompagnés de sauces ou couverts. si les cadences attendues sur ce marché sont élevées, la préservation de l’intégrité du produit et sa traçabilité en sont les enjeux majeurs.  découvrez nos solutions machines adaptables pour tous vos types de produits : barquette, brique, boite de conserve, boite…    "
22,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/epicerie-sucree,MG-Tech,,"            épicerie sucrée          le marché de l’épicerie sucrée est celui du plaisir sans négliger pour autant la santé des consommateurs et l’environnement avec depuis plusieurs années l’apparition d’emballage éco-responsables.  nos machines sont toutes personnalisables, ce qui vous permet d’avoir une machine qui s’intègre parfaitement dans votre environnement et qui répond précisément à votre problématique : une version tout inox pour répondre à vos enjeux de nettoyabilité, intégration de deux écran ihm pour un double contrôle répondre à des enjeux de réactivité, une hauteur de magasin confortable pour vos opérateurs et ainsi réduire les tms, un choix dans le type de préhenseur pour manipuler vos produits.  découvrez toutes nos solutions machines pour tous types de produits : sachet, sac, sachet coussin, poche, doypack, barre, tablettes, étui, présentoir, pot, gourde, barquette, bocal, flowpack, buchette ou encore boîte de conserve. nos compétences permettent de vous proposer la meilleure solution technico-économique en tenant compte de vos contraintes : niveau de cadence, traçabilité produit et flexibilité.   "
23,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/fruits-et-legumes,MG-Tech,«  plusieurs pistes sont explorées : ,"            fruits et légumes          crus, cuits, en purée, en jus ou en soupe, on les achète sous différentes formes et les consomme à toutes les sauces. leurs emballages ont une forte dimension environnementale qui est venue se concrétiser avec l’adoption du projet de loi relatif à la lutte contre le gaspillage alimentaire et à l’économie circulaire le 30 janvier 2020.  d’ici 2022, les lots de fruits et légumes de moins de 1.5 kg, ne pourront plus être vendus en france dans des emballages constitués pour tout ou partie de plastique.  « à compter du 1er janvier 2022, tout commerce de détail exposant à la vente des fruits et légumes frais non transformés est tenu de les exposer sans conditionnement composé pour tout ou partie de matière plastique. cette obligation n’est pas applicable aux fruits et légumes conditionnés par lots de 1,5 kilogramme ou plus ainsi qu’aux fruits et légumes présentant un risque de détérioration lors de leur vente en vrac dont la liste est fixée par décret. » plusieurs pistes sont explorées :  mg-tech dispose d’une grande expérience dans la conception et la fabrication de barquetteuses en carton et vous accompagne dans la transition de vos emballages en vous équipant de machines performantes et évolutives couplées à une compétence reconnue dans les environnements de froid négatif. "
24,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/cafe-infusion,MG-Tech,,"            thé, café, infusion          le café fait partie des boissons chaudes les plus consommées. en grains, moulu, soluble, en dosette… ces formes sont diverses après la torréfaction. nous les retrouvons en magasins en étui, ou dans des emballages display et de prêt-à-vendre. nos équipements allant de l’étuyeuse au palettiseur en passant par des encaisseuses wrap ou top load, sont paramétrés pour gérer de manière efficiente vos contraintes : gestion de multi-référence en simultané ou encore effectuer une identification différenciée. 
nos compétences nous permettent de vous proposer la meilleure solution technico-économique. "
25,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/volaille,MG-Tech,,"            volaille          face aux exigences sans cesse renouvelées et aux délais toujours plus courts imposés par le marché, la fiabilité et la productivité sont essentielles. nous disposons d’une grande expérience dans l’équipement de fin de ligne de conditionnement auprès des usines de transformation de volaille et notamment pour les produits élaborés à base de viande sous étuis ou sous film. nos compétences permettent de vous proposer la meilleure solution technico-économique en tenant compte de vos contraintes : encombrement, niveau de cadence et normes d’hygiène.   nos équipements de fin de ligne de conditionnement (formeuse, étuyeuse, boîte 3 volets, encaisseuse, palettiseur) sont testés pour rester opérationnels dans des environnements à température régulée comme en chambre froide pour vos produits surgelés.   "
26,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/boucherie-charcuterie,MG-Tech,,"            boucherie-charcuterie          fleuron de l’industrie alimentaire française, l’industrie de la boucherie-charcuterie fait partie intégrante de notre patrimoine.  il existe une large variété de métiers appartenant à la boucherie : qu’il s’agisse des abattoirs, des tripiers ou encore des traiteurs. si dans le temps, toutes ces professions étaient éclatées, elles sont aujourd’hui rassemblées dans les « boucheries-charcuteries ». et quand ces dernières n’ont pas un rayon en magasin, elles existent sous forme de commerce de proximité d’où leur popularité. ce marché est reconnu pour être particulièrement exigeant en termes de qualité, de traçabilité des aliments, de bonne conservation des produits alimentaires. nos machines répondent à des problématiques de cadence, d’ergonomie et d’encombrement. découvrez nos solutions de formeuses de caisses, jusqu’à la palettisation en passant par les différentes formes d’encaissage top load ou wrap.  "
27,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/poissonnerie,MG-Tech,,"            poissonnerie          nos équipements de fin de ligne de conditionnement sont adaptés aux industriels de la transformation de poissons frais, congelés ou hachés. nos équipements (formeuse, étuyeuse, boîte 3 volets, encaisseuse, palettiseur.) sont testés pour rester opérationnels dans des environnements à température régulée comme en chambre froide pour vos produits surgelés. nos compétences nous permettent de vous proposer la meilleure solution technico-économique en tenant compte de vos contraintes : encombrement, niveau de cadence, normes d’hygiène.   "
28,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/petfood,MG-Tech,,"            petfood          l’industrie du petfood (alimentation pour les animaux domestiques) est l’un des marchés agro-alimentaires les plus dynamiques ces dernières années. cette croissance est favorisée par la hausse du niveau de qualité de l’offre et la spécialisation des produits.   mg-tech vous propose des solutions d’encaissage et de palettisation pour vos sacs de croquettes, de doypacks, de boîtes… et s’adapte à votre type de fabrication. nos machines de fin de ligne de conditionnement sont conçues pour les produits dits « humides » (75 à 78 % d’humidité) comme « secs ». spécialiste de la haute cadence, nous concevons nos propres robots vous permettant d’allier flexibilité et efficience machine.   "
29,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/pharma-cosmetique,MG-Tech,,"            pharma-cosmétique          la logistique dans secteur pharmaceutique est complexe en raison de sa saisonnalité. nous vous proposons des équipements fiables couplés à des équipes expérimentées pour soutenir vos stratégies de distribution et répondre aux besoins de vos clients : conception de prêt-à-vendre pour les pharmacies et les gms, mise en palettisation d’étuis pour les grossistes ou encore encaissage et palettisation de flacons pour les hôpitaux.  de la caisse ouverte avec pose coiffe en passant par des tubes, des flacons, des piluliers, des sachets, des étuis, ou encore des caisses américaines jusqu’aux palettes, nos équipements permettent de conditionner tous types de produits en tenant compte des contraintes de votre secteur d’activité : nous disposons d’une grande expérience dans la conception et la fabrication d’équipement en salle blanche, dans un environnement propre où la traçabilité, le contrôle et l’inspection sont les maîtres-mots. nos machines sont testées pour rester opérationnelles dans des environnements à température régulée comme en chambre froide. vous œuvrez dans le secteur de la cosmétique ? sachez que nos équipements sont comme vos packagings. nous les avons mis entre les mains d’une équipe de design où les fonctionnalités et l’ergonomie de nos équipement riment avec design.  concernant le secteur du soin personnel, des shampoings aux bains moussant, des gels douche aux désinfectants, dans ce secteur les flacons sont les récipients les plus utilisés. mg-tech est en mesure de vous proposer des solutions de conditionnement adaptées à tous types de produits. "
30,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/logistique,MG-Tech,,"            logistique          l’augmentation des échanges confère une position stratégique au secteur de la logistique. le développement des modèles industriels dits « en flux tendus » impose aux entreprises du secteur logistique de disposer de moyens humains et matériels très performants. de la caisse ouverte avec pose coiffe en passant par de l’étui, des enveloppes, des calages intérieurs, des bacs plastiques, des palettes jusqu’à de la caisse américaine, nous sommes en mesure de répondre à votre besoin de fin de ligne de conditionnement. nos équipements sont conçus pour répondre aux exigences de votre secteur : polyvalence, flexibilité et modularité. c’est pourquoi nos formeuses de caisses permettent des changements de format en un temps record.  la gestion en flux tendus nécessite des machines performantes. nous avons donc pris le parti de concevoir nos propres robots et de se spécialiser dans la haute cadence. découvrez nos machines d’emballages secondaire et tertiaire alliant flexibilité et productivité.   "
31,https://www.mg-tech.fr/fr/equipements/secteurs-dactivite/industrie,MG-Tech,,"            industrie          au sein de cette grande famille, nous souhaitons attirer votre attention sur notre compétence à conditionner tous types de produits pré-emballés et destiné à de multiples circuits de distribution.    mg-tech maîtrise parfaitement les conditionnements de type « prêt-à-vendre » pour les gms/gsb/gsa tout comme l’encaissage wrap de sachets ou d’étui ou encore la palettisation de caisses américaines ou de caisses ouvertes avec pose coiffe... du blister en passant par les pots jusqu’au sachet, nous concevons des équipements de fin de ligne de conditionnement fiables et robustes répondant à la première problématique de votre secteur : la flexibilité !   "
32,https://www.mg-tech.fr/fr/recherche,MG-Tech,,recherchez une solution
33,https://www.mg-tech.fr/fr/mg-tech-connect,MG-Tech,,mg tech connect           connectez vos équipements et bénéficiez d’informations pour améliorer votre performance industrielle.
34,https://www.mg-tech.fr/fr/mg-tech-connect/cameras-ip,MG-Tech,caméras ip contrôler le processus sans risque vidéos de haute qualité diagnostiquer plus rapidement les avantages d’une telle solution :,"  caméras ip  pour améliorer le contrôle opérateur et le suivi qualité, mg-tech préconise l’installation de caméras ip de qualité haute définition à l’intérieur de ses machines. ainsi, un opérateur peut sur son écran de visualisation contrôler le processus en temps réel et sans risque. placées pour surveiller des endroits sensibles (changement de formats, poste de collage, préhension de vos produits…), ces caméras peuvent enregistrer des vidéos de haute qualité qui seront stockées sur disque et aideront à diagnostiquer plus rapidement les problèmes sur le terrain.  etant donné que les données vidéo sont disponibles en tant qu’enregistrement historique, les images et les données de processus peuvent être envoyées à notre service client pour une analyse. si le vocabulaire technique diffère d’une entreprise à une autre, les images ont l’avantage d’apporter une meilleure compréhension, une analyse plus fiable et des plans d’actions plus rapides. couplées au contrôleur d’axes, les caméras ip peuvent enregistrer uniquement les moments défaillants pour gagner en productivité lors de la phase d’analyse. connectées directement à votre système informatique, les caméras ip peuvent être alimentées par wi-fi ou poe (power over ethernet) et paramétrées à distance. les performances de ses capteurs, le traitement d’images embarqué combiné aux possibilités de partage des images en temps réel révolutionne la maintenance de demain. le marché des caméras ip offre une multitude de combinaisons de produits : en fonction de votre environnement (chambre froide, faible éclairage, milieu humide…). nous sommes à votre écoute, si vous souhaitez équiper votre machine de caméras ip. les avantages d’une telle solution : "
35,https://www.mg-tech.fr/fr/mg-tech-connect/service-need-use,MG-Tech,,"  service need & use  reconnu et labellisé “vitrines industrie du futur”, le service need & use connecte vos équipements à une plateforme intégrant les utilisateurs, le fabricant, le service et la machine, afin d’évoluer vers l’ia. au-delà de l'équipement, mg-tech propose de connecter ses équipements à une plateforme qui fédère une vraie communauté intégrant les utilisateurs, le fabricant, le service et l'équipement lui-même pour en optimiser l'usage. ce n'est pas une simple couche technologique qui permet de remonter des informations purement techniques vers des experts, mais bien l'analyse de l'usage avec une vraie interaction entre la machine et l'écosystème qui l'entoure. c'est un outil essentiel pour permettre le paiement à l'usage et surtout qui permet d'optimiser ce dernier en détectant par exemple le besoin de formations, les conseils d'utilisations... la voie idéale pour l'opérateur augmenté !  disponible depuis vos écrans ihm, la plateforme vous permettra d’accéder à votre documentation machine ou bien aux différents programmes des automates. des synoptiques interactifs et des graphiques navigables sont automatiquement générés pour vous permettre de comprendre en détail les comportements des variables et valider les causes racines suggérées. "
36,https://www.mg-tech.fr/fr/mg-tech-connect/nos-solutions-connect/barres-de-led,MG-Tech,,"  barres de led  mg-tech opte pour les barres de led pour contrôler l’état de votre machine d’emballage en fonctionnement ainsi que l’avancement de son process. selon votre cahier des charges, nous venons apposer ces barres de led sur toute ou partie de l’équipement. des zones peuvent ainsi être découpées avec un code couleur spécifique. l’activité de ces barres lumineuses vous informe sur l’état de la zone concernée. un défaut est ainsi localisé trois fois plus vite par l’opérateur.  grâce à leur modularité, les éléments lumineux peuvent être fixes ou clignotants à intervalle réguliers ou de plus en plus rapide pour signifier une zone qui rentrerait en défaillance.   autre exemple, mg-tech équipe de barres led ses palettiseurs. elles indiquent la progression du chargement en carton. l’opérateur gagne donc en visibilité et en productivité (dans le cadre d’un changement manuel). les barres led sont aujourd’hui une aide optique indispensable à la supervision de vos équipements. les avantages de cette solution : "
